CALLS,,PUTS,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID PRICE,ASK PRICE,ASK QTY,STRIKE PRICE,BID QTY,BID PRICE,ASK PRICE,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,5,3,15,-,"2,532.90",-224.55,200,"2,625.15","2,789.20",200,"14,350.00","7,250",0.25,0.30,"39,800",-0.15,0.25,73.63,"6,233",-157,"6,436",
,-,-,-,-,-,-,500,"2,514.55","2,685.95",200,"14,400.00","8,750",0.25,0.30,"1,200",-0.15,0.30,72.22,"1,614",-72,"1,378",
,-,-,-,-,-,-,100,"2,516.65","2,588.25",450,"14,450.00","3,850",0.30,0.35,750,-0.20,0.35,72.87,157,36,119,
,2,-,-,-,-,-,600,"2,418.65","2,540.10",100,"14,500.00","52,800",0.25,0.30,"34,850",-0.10,0.30,69.40,"6,690","-1,714","3,799",
,-,-,1,219.78,"2,651.25","1,183.30",100,"2,279.60","2,518.55",100,"14,550.00","1,050",0.30,0.35,"1,900",-0.15,0.35,69.99,"4,144",75,146,
,-,-,5,233.56,"2,653.80",65.75,"1,000","2,009.90","2,502.35",100,"14,600.00","2,000",0.30,0.40,450,-0.15,0.35,68.55,"2,240",111,270,
,-,-,-,-,-,-,200,"2,319.50","2,457.05","1,000","14,650.00",50,0.40,0.55,900,-0.15,0.40,67.92,"1,961",52,114,
,-,-,-,-,-,-,100,"2,270.40","2,417.20",100,"14,700.00",100,0.45,0.50,"6,250",-,0.45,67.19,"6,530",111,325,
,-,-,-,-,-,-,100,"2,217.05","2,287.30",100,"14,750.00",50,0.40,0.60,350,-0.20,0.50,66.38,885,29,309,
,-,-,-,-,-,-,700,"2,148.00","2,292.10",200,"14,800.00",900,0.45,0.50,"1,400",-0.10,0.45,64.91,"7,678",-2,120,
,-,-,1,203.51,"2,362.05",75.45,100,"1,578.45","2,229.00",100,"14,850.00","1,800",0.35,0.60,600,-0.20,0.55,64.03,"1,875",-4,40,
,-,-,-,-,-,-,100,"2,052.35","2,279.75",100,"14,900.00",350,0.50,0.60,500,-0.10,0.50,59.99,772,17,121,
,-,-,1,197.04,"2,262.60",765.00,"1,100","1,829.45","2,135.25","1,000","14,950.00","3,600",0.30,0.65,250,-0.30,0.55,61.08,461,32,78,
,3,-,4,189.11,"2,197.75",42.10,100,"1,964.70","2,094.05","2,000","15,000.00","10,250",0.45,0.50,"9,150",-0.10,0.50,60.12,"10,795","-1,505","3,453",
,-,-,-,-,-,-,100,"1,920.95","1,992.10",100,"15,050.00",150,0.50,0.75,"1,000",-0.20,0.45,57.05,683,-31,24,
,-,-,-,-,-,-,100,"1,866.20","2,048.65",100,"15,100.00","2,000",0.50,0.55,"1,000",-0.05,0.55,57.17,908,-243,266,
,-,-,-,-,-,-,100,"1,818.40","1,976.80",100,"15,150.00",700,0.60,0.70,"1,600",-0.05,0.65,56.15,"3,643",5,70,
,-,-,-,-,-,-,100,"1,767.15","1,896.30",100,"15,200.00",350,0.60,0.75,200,0.05,0.75,55.47,"1,796",-290,478,
,2,2,4,182.15,"1,980.10",724.20,100,"1,722.30","1,768.65",450,"15,250.00","1,500",0.50,0.90,400,-0.20,0.55,52.31,"3,066",-,18,
,-,-,2,176.39,"1,702.45",-181.05,600,"1,647.55","1,796.15","1,100","15,300.00",50,0.70,0.75,"1,550",-0.05,0.70,51.71,"1,802",-246,340,
,-,-,5,181.02,"1,900.30",110.35,100,"1,622.90","1,667.60",450,"15,350.00","1,500",0.55,0.90,50,0.15,0.85,51.33,"8,247",-,26,
,2,2,4,166.12,"1,809.55",666.50,50,"1,581.95","1,598.70",50,"15,400.00",200,0.65,0.75,300,-0.05,0.70,50.46,"2,128",-52,790,
,1,-,-,-,-,-,200,"1,507.15","1,586.70",100,"15,450.00",750,0.75,0.95,350,0.15,1.00,47.65,"9,225",-27,95,
,10,-,-,-,-,-,200,"1,482.90","1,497.80",150,"15,500.00",550,0.85,0.90,750,-,0.90,48.74,"27,755","-1,161","11,754",
,-,-,-,-,-,-,200,"1,407.95","1,486.00",200,"15,550.00",150,0.75,0.80,500,-0.25,0.75,45.62,605,35,118,
,4,-,1,126.49,"1,519.65",-52.35,50,"1,382.50","1,398.25",50,"15,600.00","1,400",0.75,0.80,150,-0.05,0.80,45.41,"4,109",-352,725,
,3,-,4,88.90,"1,372.80",-143.60,50,"1,329.95","1,382.80",150,"15,650.00",250,0.75,0.80,100,-0.10,0.80,44.52,"1,024",23,214,
,2,-,-,-,-,-,100,"1,283.35","1,297.55",100,"15,700.00","1,550",0.85,0.90,"1,200",-0.05,0.90,43.92,"9,535",-417,"2,139",
,41,1,5,83.80,"1,227.55",-216.65,500,"1,230.90","1,282.20",800,"15,750.00",900,0.95,1.00,50,0.05,1.00,42.99,"3,331",46,324,
,-,-,1,101.96,"1,280.40",-572.90,100,"1,185.00","1,197.10",800,"15,800.00","1,300",1.15,1.20,"2,700",-,1.15,41.53,"23,587",-353,"5,214",
,-,-,-,-,-,-,100,"1,131.65","1,182.10",200,"15,850.00",450,1.10,1.15,950,-0.05,1.10,40.06,"5,689",356,734,
,1,-,1,76.93,"1,125.35",-169.20,50,"1,085.50","1,101.50",150,"15,900.00","2,800",1.30,1.35,"2,450",0.05,1.35,39.10,"21,385",449,"4,119",
,1,-,-,-,-,-,"1,950","1,009.20","1,047.65",100,"15,950.00","1,750",1.30,1.40,"2,100",0.05,1.40,38.27,"5,621",90,362,
,167,-,45,95.83,984.35,-183.10,200,986.80,997.65,450,"16,000.00","3,350",1.45,1.50,"19,800",0.05,1.50,37.11,"1,28,228","-8,242","32,530",
,4,-,-,-,-,-,"1,000",936.80,949.15,600,"16,050.00",100,1.65,1.70,"2,600",0.20,1.65,35.97,"6,971",-347,590,
,14,1,23,122.01,910.00,-181.60,200,887.45,914.95,50,"16,100.00","2,850",1.80,1.85,"1,850",0.25,1.90,35.15,"43,048","-2,215","5,057",
,3,-,9,-,803.75,-233.90,400,833.95,847.50,600,"16,150.00",400,2.10,2.20,"2,700",0.30,2.15,33.74,"9,417",-688,872,
,54,-,13,31.42,752.60,-235.10,200,788.45,815.95,50,"16,200.00","3,900",2.25,2.30,100,0.30,2.30,32.09,"92,282","-1,981","18,222",
,4,-,1,42.47,736.65,-154.70,400,735.00,746.25,50,"16,250.00","2,050",2.70,2.80,550,0.55,2.75,31.94,"15,731",-152,"1,961",
,54,-3,31,-,655.70,-256.85,"4,100",689.25,692.55,150,"16,300.00","1,900",3.20,3.25,"1,550",0.80,3.25,30.70,"1,25,338",207,"14,052",
,3,-1,9,37.66,614.85,-255.95,600,636.45,647.65,500,"16,350.00","2,500",3.95,4.05,"3,100",1.00,4.00,30.85,"27,934",355,"3,216",
,35,-,130,-,594.60,-194.30,100,592.80,594.60,150,"16,400.00","2,000",4.80,4.85,"4,200",1.20,4.80,30.17,"1,70,297","-1,038","21,450",
,21,9,17,60.39,624.55,-120.45,600,538.05,548.95,200,"16,450.00","2,400",5.85,5.90,"1,500",1.55,5.80,29.00,"52,666",-393,"6,258",
,554,112,"1,569",-,497.95,-193.50,50,496.45,497.85,100,"16,500.00","4,000",7.25,7.35,"6,800",2.05,7.30,28.17,"4,30,830","9,458","76,672",
,90,42,126,13.86,452.35,-175.15,50,447.75,450.65,50,"16,550.00","6,450",9.50,9.60,"4,150",2.55,9.50,28.34,"1,09,009",41,"7,511",
,324,150,820,-,403.50,-212.55,450,401.50,402.85,250,"16,600.00","4,350",11.85,11.95,"4,600",3.45,11.95,27.20,"3,96,983","-7,722","36,683",
,39,-16,152,25.49,356.70,-206.20,100,355.05,357.00,50,"16,650.00",250,16.35,16.40,50,5.55,16.40,26.62,"2,26,379","2,026","9,357",
,518,54,"2,487",19.00,312.00,-193.80,100,311.40,312.70,50,"16,700.00","5,600",22.00,22.15,100,8.45,22.10,26.69,"6,16,073","15,948","50,952",
,220,150,888,21.02,272.75,-185.10,550,268.50,269.75,50,"16,750.00",350,29.55,29.70,900,11.75,29.60,25.90,"3,71,143","9,742","20,197",
,"1,512",381,"20,936",20.29,228.70,-177.20,50,230.40,230.95,50,"16,800.00",50,38.75,38.85,100,15.70,38.90,25.64,"9,63,870","8,118","53,905",
,767,585,"4,348",21.34,190.85,-187.80,50,190.80,191.50,200,"16,850.00",500,51.45,51.70,"1,250",23.15,51.50,25.94,"5,82,279","3,077","13,578",
,"4,085","3,270","59,773",20.35,157.30,-171.95,750,158.15,158.65,150,"16,900.00",450,66.85,67.00,250,30.60,67.00,24.34,"12,34,919","9,767","43,237",
,"3,163","2,599","23,721",22.03,127.80,-163.45,100,126.65,127.10,150,"16,950.00",350,86.55,86.80,50,40.65,86.55,24.25,"6,42,519","2,862","16,986",
,"33,030","22,604","3,65,873",20.95,99.30,-149.10,100,99.05,99.30,200,"17,000.00",200,109.05,109.20,150,51.85,109.15,26.22,"21,51,148",-858,"65,426",
,"9,723","8,506","1,21,165",20.85,76.65,-135.50,50,76.20,76.40,850,"17,050.00",50,137.45,137.85,50,67.75,137.50,24.15,"6,26,074",-208,"10,640",
,"42,986","24,818","7,90,860",20.90,57.65,-121.35,450,57.55,57.70,50,"17,100.00",200,167.05,167.40,300,79.75,166.85,25.07,"18,50,216",366,"43,897",
,"26,021","7,162","6,18,060",21.14,43.00,-104.80,450,43.00,43.05,100,"17,150.00",800,205.00,205.10,150,97.35,205.05,24.92,"11,25,688","-1,627","15,668",
,"1,38,366","61,245","28,73,992",21.35,32.20,-88.60,450,32.10,32.15,50,"17,200.00",150,241.50,242.00,"1,000",110.95,240.90,25.32,"27,79,789","5,899","60,304",
,"49,687","24,619","14,75,194",21.45,24.20,-72.25,300,24.10,24.20,"2,450","17,250.00",800,283.80,285.05,200,131.00,284.10,28.60,"9,02,829","2,299","11,301",
,"1,23,799","55,220","24,33,468",21.77,17.55,-56.95,"5,350",17.50,17.60,"3,050","17,300.00",350,327.95,328.95,50,145.20,327.35,26.91,"9,88,419","8,409","30,792",
,"35,989","-9,142","10,22,884",22.42,12.70,-43.95,"5,250",12.70,12.75,600,"17,350.00",50,372.55,373.65,100,165.50,375.00,30.98,"1,48,010","1,420","5,052",
,"96,752","-13,145","17,49,536",22.43,9.10,-33.65,"7,050",9.10,9.15,"3,400","17,400.00",100,416.10,417.85,450,171.85,416.75,32.42,"2,25,621","-2,454","9,863",
,"38,408","10,049","7,88,517",23.19,6.80,-25.35,"4,000",6.80,6.85,850,"17,450.00",500,466.00,467.75,50,173.10,467.10,36.24,"22,583",-374,"3,402",
,"1,29,496","14,974","17,35,082",23.91,5.45,-18.40,650,5.45,5.50,"18,600","17,500.00",100,515.40,516.55,50,179.50,516.00,34.34,"1,18,058","-4,474","17,815",
,"36,488","12,146","6,40,051",24.88,4.50,-13.40,"4,050",4.50,4.55,"5,700","17,550.00",100,564.30,565.15,50,197.95,563.60,40.21,"4,501",-230,"2,396",
,"99,261","14,493","11,75,999",25.83,3.85,-9.50,"16,650",3.85,3.90,"10,250","17,600.00",50,612.05,613.90,50,197.45,614.00,40.35,"23,480","-6,059","14,915",
,"27,369",46,"4,55,324",26.88,3.20,-6.75,"8,800",3.20,3.25,800,"17,650.00",450,661.35,663.10,50,202.20,660.00,44.84,"1,736",-135,"1,106",
,"94,043","16,241","8,59,505",28.04,2.90,-4.90,"35,150",2.90,2.95,"29,500","17,700.00",250,713.20,715.15,550,210.30,706.20,48.66,"5,097","-1,457","5,858",
,"23,164","-3,983","2,81,983",29.01,2.55,-3.55,"3,550",2.55,2.60,"7,350","17,750.00",450,758.60,765.25,200,145.05,700.00,-,479,15,513,
,"1,25,899","54,398","7,92,011",30.36,2.50,-2.55,"2,000",2.50,2.55,"11,350","17,800.00",50,806.90,809.00,450,218.05,812.30,49.79,"2,765",-24,"3,352",
,"16,214","-1,913","1,69,265",31.46,2.30,-2.10,"16,000",2.30,2.35,"3,250","17,850.00",100,855.95,864.45,100,163.10,809.60,-,85,-17,485,
,"86,681","-3,873","5,07,639",32.61,2.15,-1.65,"17,800",2.15,2.20,"12,050","17,900.00",500,909.80,911.85,700,197.30,903.00,41.85,461,-58,"1,324",
,"13,523","-5,145","72,049",33.70,2.05,-1.25,"1,400",2.05,2.10,"4,950","17,950.00",100,933.35,966.20,"1,000",232.65,975.25,-,29,-10,109,
,"1,20,510","-27,565","6,37,788",35.01,1.90,-1.10,"28,100",1.90,1.95,"10,650","18,000.00",450,"1,011.05","1,013.20",700,202.60,"1,011.50",56.77,"2,267",-350,"3,029",
,"5,681","-3,208","39,589",36.01,1.70,-0.95,"3,800",1.70,1.75,"5,650","18,050.00",100,"1,034.75","1,064.95",200,228.40,"1,066.20",-,17,1,71,
,"49,490","-6,968","1,48,099",37.40,1.75,-0.70,"8,100",1.70,1.75,"6,150","18,100.00",50,"1,108.85","1,113.50",50,-25.70,885.00,-,40,-8,600,
,"3,221","-1,055","19,719",38.48,1.65,-0.70,200,1.65,1.70,"3,200","18,150.00",250,"1,126.45","1,167.80",100,-19.20,918.30,-,3,-2,47,
,"53,638","-22,357","2,45,175",39.51,1.60,-0.65,"10,400",1.55,1.60,"4,000","18,200.00",50,"1,197.30","1,215.20",600,223.45,"1,237.90",67.78,218,-20,"1,003",
,"3,592","-1,863","19,659",40.68,1.50,-0.65,"2,000",1.50,1.55,"2,550","18,250.00",100,"1,235.10","1,267.00",600,-,-,-,-,-,36,
,"25,284","-2,998","71,108",41.82,1.45,-0.55,"4,150",1.45,1.50,"3,250","18,300.00",150,"1,297.60","1,315.65",200,216.55,"1,318.25",-,15,-3,113,
,"2,964","-1,372","12,403",42.74,1.45,-0.40,150,1.45,1.50,"4,600","18,350.00",100,"1,342.75","1,366.60",150,-35.75,"1,100.00",-,4,-1,12,
,"12,373","-2,321","60,626",44.25,1.40,-0.45,"5,650",1.40,1.45,"8,800","18,400.00",200,"1,392.60","1,416.30",300,188.35,"1,400.00",-,5,-2,35,
,"2,601",-127,"8,836",45.34,1.35,-0.45,50,1.40,1.45,"3,150","18,450.00",50,"1,441.95","1,471.60",150,-,-,-,-,-,13,
,"64,263","-10,383","1,68,094",46.40,1.45,-0.30,"1,900",1.40,1.45,"12,150","18,500.00",500,"1,502.40","1,518.95",50,203.25,"1,513.20",-,37,-22,"1,034",
,"2,231",112,"9,190",46.94,1.30,-0.40,"2,250",1.25,1.30,750,"18,550.00",50,"1,538.35","1,572.35",50,82.75,"1,427.10",-,3,-,16,
,"11,433","-2,120","30,913",48.70,1.35,-0.30,"4,350",1.35,1.40,950,"18,600.00","1,000","1,602.90","1,619.60","1,200",-63.95,"1,337.45",-,1,-,11,
,"1,236",-176,"2,035",50.45,1.35,-0.35,750,1.30,1.40,"2,100","18,650.00",200,"1,637.55","1,673.30",50,-,-,-,-,-,2,
,"12,627","-3,421","23,896",51.46,1.35,-0.25,"1,400",1.30,1.35,"4,300","18,700.00",100,"1,672.95","1,727.10",200,-69.35,"1,436.50",-,1,-,7,
,422,-75,"1,025",52.71,1.25,-0.30,"2,200",1.20,1.25,300,"18,750.00",200,"1,736.35","1,792.85",100,-,-,-,-,-,2,
,"9,501",-653,"14,889",53.95,1.30,-0.30,"3,050",1.25,1.30,50,"18,800.00",200,"1,770.90","1,826.75",200,141.75,"1,756.80",-,7,-5,6,
,333,8,"2,635",55.69,1.30,-0.20,"1,450",1.30,1.40,750,"18,850.00",100,"1,835.30","1,875.40",650,-,-,-,-,-,14,
,"4,375","-1,404","9,837",56.67,1.40,-0.20,"1,500",1.30,1.40,"1,050","18,900.00",200,"1,872.35","1,926.25",100,62.55,"1,778.20",-,2,-,5,
,298,-33,"1,028",57.90,1.30,-0.25,100,1.25,1.40,50,"18,950.00",100,"1,934.35","1,992.95",200,-,-,-,-,-,1,
,"83,728","-14,635","84,119",58.57,1.25,-0.30,"4,150",1.25,1.30,750,"19,000.00",200,"1,976.45","2,020.70",100,-,-,-,-,-,43,
,288,120,"4,609",59.77,1.25,-0.20,"1,050",1.25,1.30,"1,400","19,050.00","1,750","1,900.40","2,096.70",500,-,-,-,-,-,1,
,"3,953",-23,"3,559",60.67,1.25,-0.20,"1,250",1.20,1.30,50,"19,100.00",100,"2,018.70","2,125.55",200,-,-,-,-,-,-,
,214,-1,"2,005",61.86,1.10,-0.35,"4,600",1.15,1.45,"2,050","19,150.00","1,000","2,060.95","2,193.15",200,-,-,-,-,-,3,
,"1,958","-1,510","3,795",62.72,1.30,-0.15,50,1.25,1.35,"2,450","19,200.00",450,"2,170.05","2,233.90",450,-,-,-,-,-,5,
,234,-9,"3,504",62.84,1.30,-0.15,250,1.15,1.50,"1,700","19,250.00",100,"2,202.35","2,287.35",200,-,-,-,-,-,4,
,"2,770","-1,590","4,493",65.71,1.25,-0.20,"1,750",1.25,1.35,50,"19,300.00","1,000","2,155.45","2,337.05",350,-,-,-,-,-,4,
,361,41,"1,138",65.88,1.20,-0.30,"2,150",1.25,1.40,50,"19,350.00","1,000","2,237.60","2,388.95",100,-,-,-,-,-,2,
,"2,492","-1,314","6,133",68.05,1.25,-0.15,100,1.35,1.40,"1,800","19,400.00","1,000","2,280.30","2,439.45",100,-,-,-,-,-,2,
,567,410,"2,285",70.14,1.40,0.15,"1,300",1.40,1.45,"2,050","19,450.00",50,"2,400.40","2,615.95",100,360.80,"2,240.20",-,5,3,4,
,"47,352","-1,422","55,654",70.36,1.25,-0.10,"3,100",1.25,1.30,"3,550","19,500.00",100,"2,412.80","2,524.70","1,900",-,-,-,-,-,16,
,"14,448","1,736","11,416",71.51,1.25,-0.10,"2,450",1.25,1.30,300,"19,550.00",100,"2,464.20","2,593.00",100,509.30,"2,460.30",-,5,2,5,
